gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	gene_symbol	product	neg_log10_padj	deg_class	label
gene-ACSAL1_RS07695	368.5826850306809	-3.26941939491156	0.1862488560031376	-17.554037458659515	5.539815622857866e-69	6.495783806152472e-68	WP_209388205.1	NA	nucleotidyltransferase	67.18736843779358	Down	NA
gene-ACSAL1_RS04750	303.3202237306173	-3.67331722753992	0.20926218197726368	-17.553660163684167	5.576746569924167e-69	6.515565776659603e-68	WP_209388044.1	NA	bifunctional metallophosphatase/5'-nucleotidase	67.1860478665189	Down	NA
gene-ACSAL1_RS07635	1097.1057310894928	-2.777319825906436	0.15893023924655925	-17.475087428754144	2.2180537458252627e-68	2.582164360731345e-67	WP_007409688.1	NA	YugN family protein	66.58801611734194	Down	NA
gene-ACSAL1_RS11235	388.9202177561184	-8.230585372440459	0.47194553432333103	-17.43969329901883	4.122804462044531e-68	4.782453175971656e-67	WP_003153264.1	NA	acyl carrier protein	66.32034927336898	Down	NA
gene-ACSAL1_RS08735	4979.761701973223	-3.61029295814046	0.20752930723112667	-17.39654512564654	8.763144383508228e-68	1.0129072226916272e-66	WP_209388255.1	NA	non-ribosomal peptide synthetase	65.99443033205168	Down	NA
gene-ACSAL1_RS13910	181.5534331669591	-5.446644980267215	0.3131936907211489	-17.390659970595063	9.710958473476294e-68	1.1184820255975533e-66	WP_095272666.1	NA	carbohydrate ABC transporter permease	65.95137099077748	Down	NA
gene-ACSAL1_RS01005	226.20758123946283	-3.997533034475594	0.2301810280240386	-17.366909292185966	1.4692992164451716e-67	1.6863193833971442e-66	WP_179156185.1	NA	MFS transporter	65.77306016796105	Down	NA
gene-ACSAL1_RS16655	414.9127421777252	4.445898381100336	0.25604318818556987	17.363861200939766	1.5494363566389228e-67	1.7720314388602892e-66	WP_209387641.1	NA	TIGR03826 family flagellar region protein	65.75152857725573	Up	NA
gene-ACSAL1_RS04645	190.11351851942393	-4.3573457603730485	0.25155993306163493	-17.32130275016988	3.249179746212814e-67	3.702924847613762e-66	WP_031378424.1	NA	hypothetical protein	65.43145510204666	Down	NA
gene-ACSAL1_RS16555	702.7589580065817	-3.45446304347259	0.1997185252591214	-17.29665807911738	4.9847894509114946e-67	5.661047600195992e-66	WP_209387638.1	NA	right-handed parallel beta-helix repeat-containing protein	65.24710319339034	Down	NA
gene-ACSAL1_RS08740	3430.7960605268954	-3.2975233085936244	0.1908403936239	-17.278958851301894	6.776014420190362e-67	7.668465099922752e-66	WP_280879470.1	NA	type I polyketide synthase	65.11529155460926	Down	NA
gene-ACSAL1_RS12920	1161.3972638472178	-2.773655229657829	0.1608195579091879	-17.24700195497407	1.1785846018822365e-66	1.3291815232338558e-65	WP_007408146.1	leuD	3-isopropylmalate dehydratase small subunit	64.87641570441812	Down	NA
gene-ACSAL1_RS13355	13579.626196809511	-2.887235474791382	0.1674262665015441	-17.24481788384593	1.2239781440100241e-66	1.3755989660015769e-65	WP_003152453.1	citZ	citrate synthase	64.86150815929665	Down	NA
gene-ACSAL1_RS10555	193.24032606611615	-4.7259489442653315	0.2741911571968808	-17.235964108324257	1.4265501244516105e-66	1.5977361393858037e-65	WP_003153484.1	NA	Rieske (2Fe-2S) protein	64.79649494133652	Down	NA
gene-ACSAL1_RS16075	184.67668579713305	-5.304053247834244	0.3077984544155362	-17.232228335603107	1.5217439708301774e-66	1.698496363318356e-65	WP_209387606.1	NA	polysaccharide pyruvyl transferase family protein	64.76993537866882	Down	NA
gene-ACSAL1_RS05810	2156.321243864526	-2.905940257923596	0.1688345608983649	-17.211761871865292	2.1673622476985582e-66	2.4108193768920945e-65	WP_121984166.1	NA	putative glycoside hydrolase	64.61783532656057	Down	NA
gene-ACSAL1_RS12070	8923.571246698833	2.4987399907636347	0.14547145500393854	17.176840574640455	3.958937363175982e-66	4.388610428530918e-65	WP_003152957.1	rpsU	30S ribosomal protein S21	64.35767296922303	Up	NA
gene-ACSAL1_RS13915	204.68696875484355	-6.260452418854344	0.3647055064291167	-17.16577432611676	4.790514250808332e-66	5.29237764851206e-65	WP_014418676.1	NA	carbohydrate ABC transporter permease	64.27634917340119	Down	NA
gene-ACSAL1_RS10710	1972.03221350052	-2.767186377934342	0.1616023766238494	-17.12342624994513	9.925747420367578e-66	1.0928416142831829e-64	WP_095272885.1	fni	type 2 isopentenyl-diphosphate Delta-isomerase	63.961442775861066	Down	NA
gene-ACSAL1_RS17775	205.1102350148829	-4.7768238013349285	0.2790151528966134	-17.120302434272947	1.0472983075350274e-65	1.149197602322219e-64	WP_007407671.1	bacE	bacilysin exporter BacE	63.939605288788094	Down	NA
gene-ACSAL1_RS01965	528.9853319462835	3.676109461208915	0.2147578235066823	17.1174646920117	1.099612056221796e-65	1.2025387066021523e-64	WP_015239156.1	NA	ABC transporter permease	63.91990093591613	Up	NA
gene-ACSAL1_RS16080	188.8329174088186	-5.543662278803894	0.32497744544349844	-17.058606240314397	3.016671229824419e-65	3.2879691793522526e-64	WP_022553816.1	NA	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	63.48307226208697	Down	NA
gene-ACSAL1_RS01020	251.69768740912355	-4.1695738922221475	0.2444804540009688	-17.05483536203522	3.2177822630687973e-65	3.4954370536613554e-64	WP_003156784.1	NA	zinc-dependent alcohol dehydrogenase	63.45649851430272	Down	NA
gene-ACSAL1_RS01685	2174.811947205515	-3.5312204766335547	0.2073822663225623	-17.027591313623198	5.127160081044873e-65	5.5510053144112493e-64	WP_021494193.1	pruA	L-glutamate gamma-semialdehyde dehydrogenase	63.25562835688389	Down	NA
gene-ACSAL1_RS04385	610.353585927668	3.043472487905692	0.1790642013724209	16.996543499925057	8.710699191542293e-65	9.399452150873545e-64	WP_007610190.1	NA	aromatic acid exporter family protein	63.0268974586116	Up	NA
gene-ACSAL1_RS11660	2294.812682046795	-2.9989041299241364	0.17649323656361982	-16.99160935746755	9.475330430910835e-65	1.0190686503178276e-63	WP_209387428.1	gcvPA	aminomethyl-transferring glycine dehydrogenase subunit GcvPA	62.99179655843719	Down	NA
gene-ACSAL1_RS08595	1641.4314410716224	-2.9137397015545625	0.17165317967746646	-16.974574587138044	1.2666882379266178e-64	1.357822903229589e-63	WP_025649450.1	yfmH	EF-P 5-aminopentanol modification-associated protein YfmH	62.867156870089126	Down	NA
gene-ACSAL1_RS03965	649.5735257368096	3.1876059468712565	0.1877917055350144	16.974157286605593	1.2757237137532128e-64	1.3630100731152746e-63	WP_209387997.1	treR	trehalose operon repressor	62.86550093456722	Up	NA
gene-ACSAL1_RS10715	11648.382576720089	-2.747872115249548	0.16207505913558903	-16.954318140650674	1.7882385828097417e-64	1.904327513759358e-63	WP_003153426.1	rpsA	30S ribosomal protein S1	62.72025835784941	Down	NA
gene-ACSAL1_RS15110	172.4256093479362	-5.32158679214782	0.31398517404509685	-16.948528886218988	1.9732982684083944e-64	2.094533586859629e-63	WP_481748180.1	NA	pyridoxal-phosphate-dependent aminotransferase family protein	62.67891267112475	Down	NA
gene-ACSAL1_RS18405	7225.040145419792	-2.901683277002327	0.1712442979298944	-16.94470012771021	2.106052346025562e-64	2.228162221462875e-63	WP_021494710.1	NA	DUF3298 and DUF4163 domain-containing protein	62.6520531935156	Down	NA
gene-ACSAL1_RS19500	264.21556207515766	-3.4477764211995146	0.20361421945113845	-16.932886271368105	2.574410056054084e-64	2.7148324227479434e-63	WP_209387363.1	NA	hypothetical protein	62.5662569727499	Down	NA
gene-ACSAL1_RS18275	1325.3606705746972	2.881290532553628	0.17080955265382658	16.868439076080442	7.679909510710168e-64	8.07260391287593e-63	WP_209387728.1	celB	PTS cellobiose transporter subunit IIC	62.09298635591153	Up	NA
gene-ACSAL1_RS07920	237.01588027205517	-3.858040000698016	0.22876194416947465	-16.86486803871473	8.158411439624303e-64	8.547909792225721e-63	WP_209388214.1	NA	dihydroorotate dehydrogenase	62.068140069678925	Down	NA
gene-ACSAL1_RS06875	237.49902016083115	-3.998232689390282	0.23730101136004783	-16.848780654052565	1.0710016696803956e-63	1.118525216437918e-62	WP_209388167.1	NA	PAS domain-containing sensor histidine kinase	61.95135422056477	Down	NA
gene-ACSAL1_RS18090	672.3758410932592	-3.1020447860160263	0.1848240654646302	-16.783770978188254	3.20802025329728e-63	3.3396313406120404e-62	WP_021494737.1	thiE	thiamine phosphate synthase	61.47630147198323	Down	NA
gene-ACSAL1_RS18270	391.58505323489135	3.811578484962616	0.22723173248895187	16.77397097321316	3.783566234681245e-63	3.926205472921624e-62	WP_209387727.1	NA	PTS lactose/cellobiose transporter subunit IIA	61.40602697589725	Up	NA
gene-ACSAL1_RS18350	2774.984917800618	-4.138348711885111	0.247864304466507	-16.69602535464848	1.4009165066944509e-62	1.4491008960966802e-61	WP_014419235.1	NA	ABC transporter ATP-binding protein	60.83890137498947	Down	NA
gene-ACSAL1_RS16940	1517.2203262706123	3.073265333862325	0.18439053812285916	16.667153125908296	2.2715896965442516e-62	2.3422613759922953e-61	WP_003151318.1	budA	acetolactate decarboxylase	60.630364643073506	Up	NA
gene-ACSAL1_RS06025	1456.6978295936904	-2.4569759001620968	0.1474847521845527	-16.65918587358508	2.5953316736292473e-62	2.667606732894872e-61	WP_209388108.1	NA	YjcG family protein	60.57387819511626	Down	NA
gene-ACSAL1_RS15020	951.6127872400496	-2.941764041431193	0.17704044898981197	-16.616338572438217	5.30767855383412e-62	5.438277584496285e-61	WP_029973818.1	NA	homoserine dehydrogenase	60.26453862860982	Down	NA
gene-ACSAL1_RS16085	170.45898123338375	-5.697798056811681	0.34358878923649944	-16.58318965957229	9.220243097778654e-62	9.417405528800335e-61	WP_209387607.1	NA	acetyltransferase	60.02606872775082	Down	NA
gene-ACSAL1_RS09020	170.57199906950785	-5.938738416701198	0.3589867528669007	-16.543057283517832	1.796678093661039e-61	1.8293449680912396e-60	WP_014418006.1	NA	DUF4944 domain-containing protein	59.73770438986986	Down	NA
gene-ACSAL1_RS18670	1624.901430675639	3.834205055219856	0.2317808586640191	16.542371433603915	1.817253757903467e-61	1.8445125642720192e-60	WP_209387755.1	NA	iron-hydroxamate ABC transporter substrate-binding protein	59.734118382142015	Up	NA
gene-ACSAL1_RS14475	380.2664112607657	5.151965204901016	0.31196090345868915	16.514778447496244	2.872137665852346e-61	2.9061380494356444e-60	NA	NA	cache domain-containing protein	59.53668375938276	Up	NA
gene-ACSAL1_RS15685	4569.747634849144	-3.073315664568395	0.18687949025543524	-16.445441179059564	9.042351760943683e-61	9.120980906691023e-60	WP_209387584.1	NA	oxidoreductase	59.03995845339797	Down	NA
gene-ACSAL1_RS08260	457.95829238548225	3.4725054313654105	0.21121239775804732	16.44082197932013	9.758632514191232e-61	9.81301498640654e-60	WP_209388236.1	fliF	flagellar basal-body MS-ring/collar protein FliF	59.008197537901644	Up	NA
gene-ACSAL1_RS11655	3637.745855670314	-2.899735625942984	0.1765458714512757	-16.4248283015968	1.270429069632287e-60	1.273565931532614e-59	WP_022552970.1	gcvPB	aminomethyl-transferring glycine dehydrogenase subunit GcvPB	58.89497856702576	Down	NA
gene-ACSAL1_RS05075	277.16781602660814	5.273253655551442	0.32170416269940233	16.391623942021308	2.1950135383195118e-60	2.193662760757469e-59	WP_014417322.1	NA	hypothetical protein	58.65883013719865	Up	NA
gene-ACSAL1_RS01890	291.37445686297553	4.896923708639319	0.29875831739327063	16.390920096772575	2.2205785268820295e-60	2.2124046181941207e-59	WP_209388313.1	NA	LLM class flavin-dependent oxidoreductase	58.65513544365156	Up	NA
gene-ACSAL1_RS17825	157.55817991134404	-4.817302125094551	0.29392003942823186	-16.389838999973392	2.260424943190475e-60	2.2452171912791018e-59	WP_014419156.1	NA	Glu/Leu/Phe/Val family dehydrogenase	58.64874164111428	Down	NA
gene-ACSAL1_RS16590	43713.54120670083	-2.3203582946019963	0.14169653732379617	-16.37554691473975	2.8592566372854723e-60	2.8313614505802476e-59	WP_007407470.1	hpf	ribosome hibernation-promoting factor%2C HPF/YfiA family	58.548004685219034	Down	NA
gene-ACSAL1_RS04165	178.75760467374258	-4.173255839584006	0.25514820833183477	-16.35620280020328	3.928738354457699e-60	3.878584247805048e-59	WP_003155535.1	NA	H-type small acid-soluble spore protein	58.41132677068635	Down	NA
gene-ACSAL1_RS06620	190.62770081206264	-6.448340666965045	0.3947339720560156	-16.33591513134314	5.480376433153207e-60	5.394018986327761e-59	WP_209388150.1	NA	ABC transporter ATP-binding protein	58.2680875292137	Down	NA
gene-ACSAL1_RS14130	235.7262556271837	-3.951984887906128	0.2419417493790204	-16.33444784973857	5.61381915682533e-60	5.508666048751864e-59	WP_014418701.1	NA	FixH family protein	58.258953555014656	Down	NA
gene-ACSAL1_RS09985	408.5317974523337	-2.851038417850563	0.17466845190032887	-16.32257220369396	6.82003640025787e-60	6.672131996396855e-59	WP_003153700.1	NA	YodL domain-containing protein	58.17573537053283	Down	NA
gene-ACSAL1_RS12725	535.7140440118086	-9.314514029159849	0.5707161431536171	-16.320747434425915	7.026994213992033e-60	6.85395711923307e-59	WP_209387471.1	nadB	L-aspartate oxidase	58.16405861699671	Down	NA
gene-ACSAL1_RS09820	8608.651275898155	-2.758042935530863	0.1698554179382725	-16.23759176485715	2.7345023818585173e-59	2.6591807593642102e-58	WP_014418119.1	odhB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	57.575252140244125	Down	NA
gene-ACSAL1_RS06750	515.0133008232486	3.4652363825808665	0.2139006279238384	16.200216035900095	5.02502329519721e-59	4.8720225859106085e-58	WP_209388162.1	NA	STAS domain-containing protein	57.31229070705137	Up	NA
gene-ACSAL1_RS17520	267.784969894073	4.021330798939982	0.24826655953311896	16.19763373086714	5.24051027694486e-59	5.065826601046698e-58	WP_209387683.1	uvsE	UV DNA damage repair endonuclease UvsE	57.29534967982328	Up	NA
gene-ACSAL1_RS14825	3401.6457064125325	-3.0957012859322663	0.191869188689518	-16.13443673304794	1.4613469296305246e-58	1.4084435689732774e-57	WP_003152011.1	ald	alanine dehydrogenase	56.85126054887308	Down	NA
gene-ACSAL1_RS10125	162.5679839162211	-4.295812637075547	0.2669166101828442	-16.09421247382399	2.801129282037073e-58	2.6917360674723117e-57	WP_044802186.1	NA	SCO family protein	56.569967526193906	Down	NA
gene-ACSAL1_RS07175	343.8257645455481	3.8445170066820378	0.2389455862312264	16.089508357612928	3.022277680101692e-58	2.8956807979263413e-57	WP_003154613.1	NA	YkuJ family protein	56.538249313793834	Up	NA
gene-ACSAL1_RS18985	200.44383114465305	-4.251499346835628	0.26424724445369885	-16.089096238733234	3.042461438000435e-58	2.9064455148898277e-57	WP_007407881.1	NA	hypothetical protein	56.536637814047516	Down	NA
gene-ACSAL1_RS11175	159.2911848816967	-5.345439036236445	0.33359471580758715	-16.023752124777722	8.72243435258055e-58	8.308054773367047e-57	WP_022553005.1	NA	polyketide synthase	56.08050064890961	Down	NA
gene-ACSAL1_RS06740	2463.745099071951	-3.2494489643743685	0.2028696589434954	-16.01742212855707	9.657170723584534e-58	9.171488453275605e-57	WP_209388161.1	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	56.037560176370704	Down	NA
gene-ACSAL1_RS04210	512.813498694959	-3.2580573025434547	0.20362122585157705	-16.000577979617447	1.2659435333539925e-57	1.198771019339291e-56	WP_209388018.1	cyoE	heme o synthase	55.92126376480311	Down	NA
gene-ACSAL1_RS08755	1233.948021108827	-3.609573420644312	0.22570054968657957	-15.992754229694029	1.4354192572215773e-57	1.3553028335626986e-56	WP_209388259.1	NA	beta-ketoacyl synthase N-terminal-like domain-containing protein	55.867963653682125	Down	NA
gene-ACSAL1_RS13345	11949.38344292667	-2.590594984905086	0.16233092425568288	-15.958727499294667	2.477308596083044e-57	2.332260382631225e-56	WP_003152455.1	mdh	malate dehydrogenase	55.63222296487906	Down	NA
gene-ACSAL1_RS11760	783.406709600719	3.463128435122114	0.21712432428292044	15.949979103260391	2.849922615492477e-57	2.675303079514326e-56	WP_209387434.1	NA	STAS domain-containing protein	55.57262701053824	Up	NA
gene-ACSAL1_RS05750	654.4178866002563	-3.2319212688384127	0.20320839876268507	-15.904466983241084	5.900333872567265e-57	5.522848535475066e-56	WP_209388095.1	NA	ABC transporter ATP-binding protein	55.25783686717092	Down	NA
gene-ACSAL1_RS13200	1742.3366974676733	-2.8635111951253474	0.18020672403446983	-15.890146222166583	7.415439940865718e-57	6.921077278141338e-56	WP_072177268.1	abnA	arabinan endo-1%2C5-alpha-L-arabinosidase AbnA	55.15982630156361	Down	NA
gene-ACSAL1_RS15955	2043.5738777437944	2.6781740488127013	0.16861688312073034	15.883190338034646	8.285479874699259e-57	7.710956628373408e-56	WP_003151607.1	cggR	gapA transcriptional regulator CggR	55.11289173963365	Up	NA
gene-ACSAL1_RS00350	699.4464593521427	2.688175189689999	0.16946690739326967	15.862537595329714	1.1514576466619792e-56	1.0685526961023166e-55	WP_209387815.1	NA	putative polysaccharide biosynthesis protein	54.97120405556623	Up	NA
gene-ACSAL1_RS01010	185.34702278998404	-4.926133081167334	0.3121125943251806	-15.783192254122708	4.061184190871687e-56	3.758041667222575e-55	WP_007408029.1	NA	aspartate aminotransferase family protein	54.42503840897617	Down	NA
gene-ACSAL1_RS00850	538.093011316488	3.2420921622102323	0.2057092068684307	15.760559342800043	5.8116340252700155e-56	5.362553214226424e-55	WP_003156508.1	infA	translation initiation factor IF-1	54.270628385151234	Up	NA
gene-ACSAL1_RS16520	668.0435342600214	-2.5751488943968304	0.16345114765101904	-15.754853553521537	6.360653750939075e-56	5.8525222048300604e-55	WP_209388364.1	NA	TetR/AcrR family transcriptional regulator	54.23265692988817	Down	NA
gene-ACSAL1_RS00840	2230.062350913051	2.8964756770013387	0.18411361661017375	15.732001414833348	9.127959754560004e-56	8.375032000794037e-55	WP_007410408.1	map	type I methionyl aminopeptidase	54.07701352485927	Up	NA
gene-ACSAL1_RS04370	145.09577434111006	-4.192597499107772	0.2668881111659547	-15.70919544070945	1.3082885972735783e-55	1.1969919335055164e-54	WP_003155476.1	NA	YgaB family protein	53.921908776281846	Down	NA
gene-ACSAL1_RS17130	394.1344222240831	3.0714128557137546	0.1955816014074376	15.703996866839	1.4200614126105088e-55	1.2956065921794754e-54	WP_095271313.1	NA	flagellar hook-basal body protein	53.88752685092129	Up	NA
gene-ACSAL1_RS08655	660.4924232673911	-3.463643358243816	0.22081447693609343	-15.685762121684798	1.8927765543166996e-55	1.7220555317704875e-54	WP_209388250.1	tdh	L-threonine 3-dehydrogenase	53.76395284779954	Down	NA
gene-ACSAL1_RS17320	6311.145811330849	2.235286187813312	0.14252330297327329	15.683654119582709	1.9566651158168384e-55	1.7752090212774e-54	WP_003151176.1	NA	F0F1 ATP synthase subunit epsilon	53.750750503767804	Up	NA
gene-ACSAL1_RS09380	155.5810726223062	-4.114814920988736	0.26343509631074413	-15.619843288211534	5.3336560685028455e-55	4.825547328829315e-54	WP_007410135.1	NA	CoA transferase subunit A	53.31645342047368	Down	NA
gene-ACSAL1_RS07915	161.85008951718447	-3.994368827247178	0.25595522009737237	-15.605733009577264	6.654106828814196e-55	6.003483049996806e-54	WP_209388213.1	NA	dihydroorotate dehydrogenase electron transfer subunit	53.22159671119885	Down	NA
gene-ACSAL1_RS18240	275.4297212386277	3.954036884133843	0.25342694089014345	15.602275236585266	7.024535890606558e-55	6.320136446728558e-54	WP_245207621.1	NA	FecCD family ABC transporter permease	53.199273545543306	Up	NA
gene-ACSAL1_RS15255	758.8037864020489	2.68968296391533	0.17243879315944918	15.597899490216554	7.522882751233156e-55	6.749813032045661e-54	WP_003151850.1	metN	methionine ABC transporter ATP-binding protein MetN	53.17070825683941	Up	NA
gene-ACSAL1_RS16545	281.80961409250693	5.571561228131301	0.3573268480429054	15.592338663179058	8.20730712270279e-55	7.343618053591918e-54	WP_014305920.1	swrA	swarming motility protein SwrAA	53.134089919161255	Up	NA
gene-ACSAL1_RS11665	1468.177439990429	-2.8906791552314903	0.18546423703298404	-15.586180934264943	9.037757850070736e-55	8.064460850832348e-54	WP_209388349.1	gcvT	glycine cleavage system aminomethyltransferase GcvT	53.09342466204257	Down	NA
gene-ACSAL1_RS14880	283.1322621869859	4.0451280043721525	0.2595911663786941	15.58268742654779	9.545576149072683e-55	8.494255159503583e-54	WP_007613482.1	NA	Na+/H+ antiporter NhaC family protein	53.07087469734817	Up	NA
gene-ACSAL1_RS13175	161.65925681396638	-3.889860148769353	0.24964442042914725	-15.58160259333075	9.708976825452683e-55	8.616053751112107e-54	WP_209387488.1	NA	sn-glycerol-1-phosphate dehydrogenase	53.064691600362515	Down	NA
gene-ACSAL1_RS06800	241.92243790788137	-3.741726111267821	0.24066510976571895	-15.54743899068	1.655963680244885e-54	1.465550417829805e-53	WP_007610911.1	NA	MarR family winged helix-turn-helix transcriptional regulator	52.83399923638035	Down	NA
gene-ACSAL1_RS13725	616.8894866198135	-3.273996999785064	0.21079344041974804	-15.531778376336714	2.114339668126977e-54	1.866134576651201e-53	WP_209388358.1	NA	acetoin utilization protein AcuC	52.72905704023071	Down	NA
gene-ACSAL1_RS15275	553.1730859056585	-2.8000891545528557	0.1811676371324632	-15.455791105259776	6.895970927784711e-54	6.069949477898303e-53	WP_003151845.1	NA	YusG family protein	52.216814923679486	Down	NA
gene-ACSAL1_RS12995	359.47281911685496	3.0737307612392275	0.19914699760947052	15.434482056650674	9.596772201556996e-54	8.424409759637059e-53	WP_012118125.1	racE	glutamate racemase	52.07446051741358	Up	NA
gene-ACSAL1_RS09475	144.33129759200378	-4.471973670319692	0.29009335499082406	-15.415636357686116	1.284988078136799e-53	1.1249706948216507e-52	WP_014418069.1	NA	DUF1360 domain-containing protein	51.948858790657525	Down	NA
gene-ACSAL1_RS02165	162.12918294526307	-6.409987243097708	0.415965020507082	-15.40991892848013	1.4038785515761352e-53	1.2257520256772279e-52	WP_369719110.1	NA	YczI family protein	51.91159738036633	Down	NA
gene-ACSAL1_RS13000	464.2464885773285	3.1834858947824496	0.20706559273275132	15.374287213864678	2.4350848884742577e-53	2.12041708251056e-52	WP_014418574.1	NA	MarR family winged helix-turn-helix transcriptional regulator	51.67357870566699	Up	NA
gene-ACSAL1_RS09385	213.97873592212196	-3.619289638613691	0.23560916030437845	-15.361413087411403	2.970291352358852e-53	2.5795471423693988e-52	WP_209388300.1	NA	GntP family permease	51.58845653079366	Down	NA
gene-ACSAL1_RS01070	137.3719760173789	-4.335625597742641	0.2822485465191307	-15.361020105195736	2.988352110169711e-53	2.5883113743549928e-52	WP_021495337.1	pbp4b	penicillin binding protein PBP4B	51.586983479150994	Down	NA
gene-ACSAL1_RS00355	708.0755458250876	2.7354801965631923	0.17831652176730867	15.340587453431905	4.09472562674692e-53	3.5371459669345734e-52	WP_007615180.1	yabN	bifunctional methyltransferase/pyrophosphohydrolase YabN	51.45134701784253	Up	NA
gene-ACSAL1_RS10180	1884.3689779389856	-2.413343896883098	0.1577000309750995	-15.303382516545982	7.25841253172059e-53	6.253401565790046e-52	WP_209387374.1	ilvD	dihydroxy-acid dehydratase	51.203883681953094	Down	NA
gene-ACSAL1_RS15840	596.0552319600791	8.324480380069598	0.5444530788909749	15.289619441635208	8.967260800548314e-53	7.705201873063737e-52	WP_014418902.1	NA	betaine/proline/choline family ABC transporter ATP-binding protein	51.113215978462875	Up	NA
gene-ACSAL1_RS16325	1351.7905228966872	-2.438810329297975	0.159768293764993	-15.264670303641592	1.3149072847092403e-52	1.1268651347587368e-51	WP_061861565.1	NA	arylamine N-acetyltransferase family protein	50.94812805798663	Down	NA
gene-ACSAL1_RS01575	1727.692162139865	2.488416056033597	0.16316188302972529	15.251209472620822	1.616115620238766e-52	1.3813535617198717e-51	WP_003156639.1	opuAB	glycine/proline betaine ABC transporter permease subunit OpuAB	50.859695148176264	Up	opuAB
gene-ACSAL1_RS09510	131.91930828550923	-5.210292345288915	0.34233568725678704	-15.219834037871308	2.6119279099493854e-52	2.2266514045972713e-51	WP_029974636.1	NA	aldose 1-epimerase	50.65234776900545	Down	NA
gene-ACSAL1_RS07135	470.3852858381824	3.639045724324359	0.23935874612114597	15.203312113285136	3.361845318806463e-52	2.858448585205076e-51	WP_014417604.1	cheV	chemotaxis protein CheV	50.543869615016106	Up	NA
gene-ACSAL1_RS11415	146.6211002694588	-3.916168066761458	0.25783701760585664	-15.188540819797725	4.211914642107004e-52	3.571879571165417e-51	WP_022552985.1	prpB	methylisocitrate lyase	50.44710319212952	Down	NA
gene-ACSAL1_RS11270	4623.251175334597	-2.601776770407924	0.17130305161347714	-15.18815190915858	4.236975234939251e-52	3.58377488621945e-51	WP_003153250.1	namA	NADPH dehydrogenase NamA	50.445659278235134	Down	NA
gene-ACSAL1_RS04365	1325.945420664489	-2.660965413437507	0.17521113157047197	-15.18719381346633	4.299348153118576e-52	3.6270864419036715e-51	NA	NA	gamma-type small acid-soluble spore protein	50.4404420940489	Down	NA
gene-ACSAL1_RS01065	134.0438992160146	-4.241431343298347	0.28082035827878493	-15.103717441623864	1.5305553277010793e-51	1.287886970044846e-50	WP_128496408.1	NA	glycoside hydrolase family 3 protein	49.89012225067174	Down	NA
gene-ACSAL1_RS13745	4499.46094443123	-2.28148434760973	0.1510929176694057	-15.09987617422058	1.6223777884015977e-51	1.361623528870385e-50	WP_003152383.1	NA	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	49.86594295258096	Down	NA
gene-ACSAL1_RS00110	231.25531002706808	3.862636640472696	0.25607724172532165	15.083873187824748	2.0677460865351177e-51	1.7309379610995006e-50	WP_017419506.1	dgk	deoxyguanosine kinase	49.76171849748277	Up	NA
gene-ACSAL1_RS05675	498.3752087287698	-3.5243999570032267	0.23468240919820016	-15.01774235676398	5.618908766707898e-51	4.691572152767932e-50	WP_209388090.1	argB	acetylglutamate kinase	49.32868160017208	Down	NA
gene-ACSAL1_RS13900	373.0354659119791	-3.4469898697883887	0.2298004409848824	-14.999927132494715	7.349996985309676e-51	6.121228258534827e-50	WP_038459551.1	NA	LacI family DNA-binding transcriptional regulator	49.213161425504275	Down	NA
gene-ACSAL1_RS15375	1629.9759501748383	-2.596131777969187	0.17326594209711246	-14.98350885665748	9.411418492642148e-51	7.817976282378952e-50	WP_007410071.1	NA	Dps family protein	49.10690565143352	Down	NA
gene-ACSAL1_RS19015	250.790640600697	5.85197212620206	0.39097097363706423	14.967791781991489	1.192142797547393e-50	9.877754608249829e-50	WP_032875437.1	NA	autorepressor SdpR family transcription factor	49.00534176716078	Up	NA
gene-ACSAL1_RS06630	175.0179578374102	-6.915074070503004	0.4621355548555422	-14.963302429012565	1.2753687339433117e-50	1.0540452030147268e-49	WP_481748176.1	NA	S66 peptidase family protein	48.97714076388732	Down	NA
gene-ACSAL1_RS00315	819.120683111849	2.711198934930354	0.18129486003786535	14.954637623836062	1.4527031668296698e-50	1.1975583466656769e-49	WP_004264658.1	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	48.92170331798218	Up	NA
gene-ACSAL1_RS01570	1345.5339983054755	2.7062858342601133	0.1814084592077807	14.918189846706108	2.5099026032978485e-50	2.063838900129471e-49	WP_003156640.1	opuAA	glycine/proline betaine ABC transporter ATP-binding protein OpuAA	48.68532420603485	Up	opuAA
gene-ACSAL1_RS07090	1407.6719384685298	-2.1905809248188923	0.14686025389288904	-14.916091091716137	2.5900853506053906e-50	2.1243932370621993e-49	WP_043021224.1	NA	NAD(P)-dependent oxidoreductase	48.67276508981327	Down	NA
gene-ACSAL1_RS07575	1461.503927652942	-2.391671173067009	0.1604174066461163	-14.909050227592065	2.878174393361547e-50	2.3547381434857188e-49	WP_209388202.1	NA	peptidyl-prolyl cis-trans isomerase	48.62805738117296	Down	NA
