gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	gene_symbol	product	neg_log10_padj	deg_class	label
gene-ACSAL1_RS14380	12486.407133470948	9.031164912910793	0.2384408641829772	37.87591084211289	0	0	WP_209387533.1	betB	betaine-aldehyde dehydrogenase	Inf	Up	betB
gene-ACSAL1_RS15165	5152.658052194778	-8.721002722998175	0.2085030080607937	-41.82674774867216	0	0	WP_007410098.1	NA	sporulation delaying protein family toxin	Inf	Down	NA
gene-ACSAL1_RS15205	16668.870957564126	-7.145460239630717	0.1698524947443983	-42.06862107255785	0	0	WP_003151879.1	csn	chitosanase	Inf	Down	NA
gene-ACSAL1_RS15290	4564.550281063331	-8.089063470041244	0.18714056178226385	-43.224533436277646	0	0	WP_209387572.1	NA	acyl-CoA dehydrogenase family protein	Inf	Down	NA
gene-ACSAL1_RS15300	5238.696912941983	-8.257644976678076	0.20683738624022585	-39.92336746649588	0	0	WP_209387573.1	NA	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	Inf	Down	NA
gene-ACSAL1_RS17985	3480.4926090339254	-6.931690911383481	0.1744489199716196	-39.734788340972074	0	0	WP_115941165.1	NA	S8 family peptidase	Inf	Down	NA
gene-ACSAL1_RS18425	13938.743314015885	-7.831193880278129	0.15913487868432244	-49.21104628365572	0	0	WP_017418586.1	bglS	beta-glucanase	Inf	Down	NA
gene-ACSAL1_RS04975	7309.896109286996	-6.2087653931388385	0.166542051977204	-37.28046652138454	3.4017743619031233e-292	3.946058259807623e-292	WP_014417308.1	dat	D-amino-acid transaminase	291.4038365070904	Down	NA
gene-ACSAL1_RS09495	6855.337830255397	-6.796985221757411	0.1830157389600803	-37.138801615526525	6.647414773066444e-292	7.445104545834417e-292	WP_209387319.1	NA	non-ribosomal peptide synthetase	291.1281291994081	Down	NA
gene-ACSAL1_RS09065	2832.7110820055304	-8.329759065668817	0.22541435624307044	-36.95309919252264	6.494794354631158e-292	7.031697354614e-295	WP_209388279.1	NA	peptidase G2 autoproteolytic cleavage domain-containing protein	294.15293982963647	Down	NA
