gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-ACZ0AN_RS20885	56.23784565952126	-3.756722247588632	0.39904866429062513	-9.414195770500388	4.767177857634992e-21	1.2258457348204268e-20
gene-ACZ0AN_RS04525	82.71181209242842	-2.519229252651413	0.2682259443085071	-9.39219082309896	5.876499440606306e-21	1.5101102688237815e-20
gene-ACZ0AN_RS21155	57.64590579563069	-5.516311378617045	0.5916845834054207	-9.323060855951494	1.130314909906038e-20	2.8876013714005816e-20
gene-ACZ0AN_RS00780	713.4910475738295	-1.0759711215952286	0.11567964201635755	-9.30130058185244	1.3873807389624767e-20	3.53511819460309e-20
gene-ACZ0AN_RS17550	298.5114502609962	-1.2440527918364246	0.13434591557731912	-9.260071558486972	2.042952491164223e-20	5.192063196456225e-20
gene-ACZ0AN_RS03005	68.66577812665838	-2.6956364225316563	0.29232196510573727	-9.22146381150867	2.9307158054059157e-20	7.409876817276297e-20
gene-ACZ0AN_RS01655	131.9066394270655	-1.789942965631553	0.1941314781101388	-9.220261356151855	2.9637693156708744e-20	7.488622533607538e-20
gene-ACZ0AN_RS10610	118.1668460538268	-1.83933235725478	0.20011909237781508	-9.191188783637946	3.8852355192271184e-20	9.797984689876099e-20
gene-ACZ0AN_RS19840	50.715921787529055	-4.477479089834046	0.48718283221603154	-9.190551870367626	3.9083103269627513e-20	9.849845679513059e-20
gene-ACZ0AN_RS01550	78.01437582904413	-2.367251479931323	0.2599842662048841	-9.105364391804306	8.597732937842509e-20	2.1420637490853338e-19
gene-ACZ0AN_RS11295	300.39670106171747	-1.141028790644402	0.12603776163269106	-9.053070888149188	1.390029986754992e-19	3.4522010557130307e-19
gene-ACZ0AN_RS04565	293.64375564481185	-1.1357289425919133	0.12579647414217143	-9.028305048584638	1.7435123331113858e-19	4.3246159261245755e-19
gene-ACZ0AN_RS14850	219.87080729656316	-1.3280250661073063	0.14737977267247218	-9.010904563264788	2.0436380900664765e-19	5.059454804681926e-19
gene-ACZ0AN_RS15905	84.3448884739191	-2.369944376470648	0.2643257069478458	-8.96600033283279	3.0747705189988056e-19	7.5787685405473065e-19
gene-ACZ0AN_RS18665	163.44959749926076	-1.5099409821944676	0.16915001413033584	-8.926638226769562	4.391506831279547e-19	1.0770170503713088e-18
gene-ACZ0AN_RS15270	408.8921719770786	-1.0706485468721765	0.1200601951537516	-8.917597922451163	4.765108599055256e-19	1.167912938331844e-18
gene-ACZ0AN_RS02810	232.22425145179	-1.3311185939424754	0.14931026097037337	-8.91511799183447	4.872971016561087e-19	1.193604136640806e-18
gene-ACZ0AN_RS15265	539.6441024805263	-1.0796208323761691	0.12183080363992203	-8.861640899677973	7.884521688940773e-19	1.9216685159878007e-18
gene-ACZ0AN_RS19170	161.37561296346496	-1.544492704496376	0.1753969888836067	-8.805696804300899	1.3004213829407648e-18	3.161619273023272e-18
gene-ACZ0AN_RS14845	268.3147537870527	-1.3067815561024736	0.14897814919389618	-8.77163237141366	1.7609452939190735e-18	4.2759587458777495e-18
gene-ACZ0AN_RS04850	187.51772699421755	-1.4634069937670842	0.16737516762072455	-8.743274253700486	2.264500974284101e-18	5.471614423085475e-18
gene-ACZ0AN_RS13940	320.33462088458975	-1.3098687783406564	0.15058289901522226	-8.698655603703335	3.3583906804436635e-18	8.104750940996885e-18
