sample_id	PC1	PC2	group	condition	name
S1	-33.56069282885437	1.6091558511335466	salt	salt	S1
S2	-33.325374683901	-3.683091882432399	salt	salt	S2
S3	-32.94383948775201	2.0805826122346467	salt	salt	S3
NS1	33.06581673596338	-0.06336139356287698	control	control	NS1
NS2	33.325797550528684	-0.04442499179736113	control	control	NS2
NS3	33.43829271401534	0.10113980442444534	control	control	NS3
