gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-ACSAL1_RS16900	1986.4473428010174	4.804166185395296	0.185770237571188	25.860795831486826	1.8397302202592896e-147	6.495047560219752e-146
gene-ACSAL1_RS09365	685.2484380976415	-6.94207522366241	0.2691552061555534	-25.79208971217285	1.0877603875201425e-146	3.798973912543465e-145
gene-ACSAL1_RS13475	9760.45617307962	-4.791725317142916	0.18593169154024167	-25.77142862224663	1.854470345891946e-146	6.4077868972947245e-145
gene-ACSAL1_RS13065	1226.0533015869362	-5.376970384446406	0.2088922542336831	-25.740400974520146	4.128630089050037e-146	1.41155689781416e-144
gene-ACSAL1_RS02315	6249.289149595815	-3.988787787314784	0.15605109280279314	-25.560780867811964	4.166676938144834e-144	1.4097256974056689e-142
gene-ACSAL1_RS17435	814.7838325862948	-5.004627658044479	0.19619427903331826	-25.50853002800647	1.5853115701618524e-143	5.308342247304842e-142
gene-ACSAL1_RS00895	1030.6724359417597	5.2756938656915455	0.20716310834301246	25.466377232360603	4.649674413019253e-143	1.5410349483149524e-141
gene-ACSAL1_RS05680	1739.0127966278746	-5.174778373552833	0.20430405026211176	-25.328809521464965	1.5386658465669182e-141	5.048067343080152e-140
gene-ACSAL1_RS18370	1785.9830136458406	-4.048792354419178	0.1628833731140514	-24.857002142165868	2.172225227097735e-136	7.055387537613443e-135
gene-ACSAL1_RS13060	1742.6062688038362	-6.099992075759353	0.24666394697709157	-24.729970271358212	5.092847018677764e-135	1.6377789224421165e-133
gene-ACSAL1_RS15005	810.0825264352811	-4.7305974059679565	0.19180606559303656	-24.663440081217633	2.640619469308412e-134	8.408560819915414e-133
gene-ACSAL1_RS07610	1067.4833158517602	-8.724601464118427	0.35380551650734987	-24.65931438900327	2.9239210392012727e-134	9.220286927500712e-133
gene-ACSAL1_RS07595	3688.252687340875	-3.6388026203222132	0.14805871839423415	-24.576753465022016	2.2393166990765065e-133	6.993558306346628e-132
gene-ACSAL1_RS09340	1778.2377121300874	-3.931865011062726	0.1601622899298878	-24.549255712964197	4.404884250439493e-133	1.3625775281359497e-131
gene-ACSAL1_RS00185	561.8680483729678	-5.202681964371674	0.21228603668004095	-24.50788589648595	1.2171990989984072e-132	3.729681767497006e-131
gene-ACSAL1_RS16015	1371.2823162310194	4.534655238283672	0.1850366694508673	24.5067923657573	1.2503161013331027e-132	3.7953520533924464e-131
gene-ACSAL1_RS10550	495.19610929962596	-6.016291722115883	0.24614604512322535	-24.441959728030625	6.127427390155772e-132	1.8427670521505507e-130
gene-ACSAL1_RS15620	2553.7847734150455	-4.379155678467193	0.17924052618430414	-24.431727420641046	7.871413208842372e-132	2.3455367066348645e-130
gene-ACSAL1_RS01230	1691.1592599680675	-4.155314334361359	0.1701628400500673	-24.419634352240088	1.058155610670306e-131	3.1244449304155946e-130
gene-ACSAL1_RS03010	1740.6961946394463	-5.319763060058924	0.21787450161242733	-24.41663903159327	1.138589039785105e-131	3.331655136236055e-130
gene-ACSAL1_RS09350	534.9211437621739	-5.803189950303186	0.23962960025541127	-24.217333518554494	1.4612580591172748e-129	4.237648371440097e-128
gene-ACSAL1_RS05020	2362.0979756078846	-4.651932381419587	0.19237497028084052	-24.181588564398044	3.4756394269836675e-129	9.990156512250399e-128
gene-ACSAL1_RS17620	1064.3571519801103	5.4531003673337555	0.2263958110623296	24.0865780234443	3.45599037607835e-128	9.846541001317965e-127
gene-ACSAL1_RS05080	1228.047297271273	-4.432094049797036	0.1843462234459259	-24.04222862258471	1.0066243231468728e-127	2.8430572187661244e-126
gene-ACSAL1_RS16515	4792.3520152841	-4.310814952680104	0.17961254845836783	-24.00063352856052	2.738750503187667e-127	7.668501408925467e-126
gene-ACSAL1_RS00070	6560.695148610573	-3.594941403303482	0.15025847728309494	-23.925048811258893	1.6808248177836915e-126	4.6660846223601966e-125
gene-ACSAL1_RS19490	561.8606531398301	-4.956804417139788	0.20776949353014337	-23.85722914813117	8.519881819402478e-126	2.345133571984682e-124
gene-ACSAL1_RS09585	993.5959021439807	5.651574961305816	0.23724175076135234	23.822008323445914	1.9757353582312683e-125	5.392595330701815e-124
gene-ACSAL1_RS09320	464.32191513335385	-5.161210575933284	0.21741878563242645	-23.73856776414414	1.4420888003276338e-124	3.9032536862201285e-123
gene-ACSAL1_RS17820	442.4320747035673	-5.2109947062982025	0.22025113390945647	-23.659332026142494	9.461472563834582e-124	2.539740734490473e-122
gene-ACSAL1_RS11960	1108.303836808504	-5.428038939150272	0.2301860585710187	-23.5810933678921	6.02523982434615e-123	1.604096635202975e-121
gene-ACSAL1_RS10325	3495.9679229371263	-3.406958818072628	0.14512805495388809	-23.475535582387085	7.253175125814685e-122	1.915309984442772e-120
gene-ACSAL1_RS17970	805.8828696474393	4.417980877720568	0.1894036675079171	23.325740920702586	2.4301135490368365e-120	6.365329683283586e-119
gene-ACSAL1_RS07310	1734.7217840435478	3.8913119044491076	0.16747533617744334	23.23513415925428	2.010926749435279e-119	5.22519206573263e-118
gene-ACSAL1_RS08760	567.7720541473535	-4.2065931833031085	0.181152936452217	-23.221225477692922	2.779484911999407e-119	7.164894439820693e-118
gene-ACSAL1_RS14545	1483.636998254967	-3.4043051035848237	0.14752282377046458	-23.07646380794398	7.980302742105672e-118	2.0409467170361595e-116
gene-ACSAL1_RS15865	855.8139445392881	6.076606163236868	0.2635806478752881	23.054067937916233	1.3390030089253384e-117	3.397720135148046e-116
gene-ACSAL1_RS18510	478.30196648121455	-6.240983486470718	0.2709586279405899	-23.032975675678095	2.1790243398857877e-117	5.486411671278324e-116
gene-ACSAL1_RS16320	1155.1713649841136	-3.9976413997819096	0.17367985918221407	-23.017299867728667	3.1283106555156767e-117	7.815963853165322e-116
